certifier_name,title,facility_count,state_count,states,sample_facilities,classification
"GREGORY POWERS","ADMINISTRATOR",1,1,"NY","PENN YAN MANOR NURSING HOME  INC.","Small Operator"
"MOISHE HELLER","CFO",1,1,"NY","GRANDELL REHAB & NURSING CTR INC","Small Operator"
"MO KRIGSMAN","ADMINISTRATOR",1,1,"NY","COLD SPRING ACQUISITION LLC","Small Operator"
"MOSHE BLACKSTEIN","ADMINISTRATOR",1,1,"NY","AMSTERDAM NURSING HOME CORP.","Small Operator"
"DENNIS CHRISTIANO","MANAGING PARNTER",1,1,"NY","ST. JOHNSVILLE REHAB & NURSING CTR.","Small Operator"
"JAY ITZKOWITZ","CONTROLLER",1,1,"NY","GLEN COVE CENTER FOR NURSING","Small Operator"
"SOL KLEIN","OPERATOR",1,1,"NY","TEN BROECK CENTER","Small Operator"
"JIM JULIANO","CFO",1,1,"NY","CANTERBURY WOODS NURSING HOME","Small Operator"
"CHAIM SIEGER","ADMINISTRATOR",1,1,"NY","NEW YORK CENTER FOR REHAB CARE","Small Operator"
"ROBERT J. SYRON","PRESIDENT/CEO",1,1,"NY","PECONIC LANDING AT SOUTHOLD  INC.","Small Operator"
"LISA ORZADA","DIRECTOR OF BUSINESS OPERATIONS",1,1,"NY","OUR LADY OF PEACE NURSING CARE","Small Operator"
"ADAM CUSNER","CEO",1,1,"NC","MYERS PARK NURSING (CITADEL MYERS PA","Small Operator"
"CONNOR REILLY","MANAGING MEMBER",1,1,"NC","VERO HEALTH & REHAB OF SYLVA","Small Operator"
"BROOKE THOMPSON","ADMIN",1,1,"NC","CHARLOTTE HEALTH CARE CENTER","Small Operator"
"ALEXANDRA GARRETT","ADMIN",1,1,"NC","LEXINGTON HEALTH CARE CENTER","Small Operator"
"DENNIS CARVER","ADMIN",1,1,"NC","BELAIRE HEALTH CARE CENTER","Small Operator"
"FELTON WOOTEN","ADMIN",1,1,"NC","GUILFORD HEALTH CARE CENTER","Small Operator"
"CINDY MAHER","ADMIN",1,1,"NC","CAROLINA REHAB CTR OF CUMBERLAND","Small Operator"
"HEATHER MCGROARTY","ADMIN",1,1,"NC","CAROLINA REHAB CTR OF BURKE","Small Operator"
"WILLIAM GARDIN","ADMIN",1,1,"NC","HUNTERSVILLE HEALTH & REHAB CENTER","Small Operator"
"JOHN STONE","ADMINISTRATOR",1,1,"OH","MERIT HOUSE","Small Operator"
"DAVID SKOLNICK","MANAGING PARTNER",1,1,"OH","PARK TERRACE REHAB CENTER","Small Operator"
"MIKE MONTGOMERY","ADMINISTRATOR",1,1,"OH","FRIENDS CARE CENTER","Small Operator"
"GREGORY COSTELLO","ADMINISTRATOR",1,1,"OH","WINDSOR LANE HEALTHCARE CENTER","Small Operator"
"YEHUDA WENGER","COO",1,1,"OH","HARVARD GARDENS REHAB AND CARE","Small Operator"
"MATTHEW POOL","PRESIDENT",1,1,"OH","WAYSIDE FARM","Small Operator"
"KIMBERLY BOWLES","ADMINISTRATOR",1,1,"OK","GLENHAVEN SNF","Small Operator"
"ED BALLIET","NHA",1,1,"PA","MOUNTAIN VIEW MANOR NRSG AND REHAB","Small Operator"
"TERRY BRENNAN","ADMINISTRATOR",1,1,"PA","BERKS HEIM","Small Operator"
"MELISSA ANDOLINA","ADMINISTRATOR",1,1,"PA","HILLTOP HEALTHCARE AND REHAB CENTER","Small Operator"
"ELIZABETH KACHEL","ADMINISTRATOR",1,1,"PA","GREENFIELD HEALTHCARE AND REHAB","Small Operator"
"DREW LUTTON","ADMINISTRATOR",1,1,"PA","PLEASANT VALLEY MANOR","Small Operator"
"STEVEN ROSENWEIG","AUTHORIZED MEMEBER",1,1,"PA","LAUREL LAKES REHABILITATION CENTER","Small Operator"
"JOSEPH TRAVAGLINI","CFO",1,1,"PA","FAIR ACRES GERIATRIC CENTER","Small Operator"
"ELIZABETH MCLAREN","EAMCLAREN@COVLIVING.ORG",1,1,"TN","SHANNONDALE HEALTH CARE","Small Operator"
"DAVE BOOZER","ADMINISTRATOR",1,1,"TN","THE HEALTH CENTER AT STANDIFER PLACE","Small Operator"
"HUNTER HARRIS","ADMINISTRATOR",1,1,"TN","THE HEALTH CENTER AT RICHLAND PLACE","Small Operator"
"TREZINA WATKINS","EXECUTIVE DIRECTOR",1,1,"TN","QUINCE NURSING & REHAB CENTER  LLC","Small Operator"
"JAMES WRIGHT","ADMINISTRATOR",1,1,"TN","WEST MEADE PLACE","Small Operator"
"JOSH FOGEL","MEMBER",1,1,"TN","COUNTRY SIDE POST-ACUTE AND REHAB","Small Operator"
"PEYTON DODSON","CFO",1,1,"TN","MEMPHIS JEWISH HOME","Small Operator"
"RICHIE ANDERSON","EXECUTIVE DIRECTOR",1,1,"TN","ALLENBROOKE NURSING & REHAB CTR  LLC","Small Operator"
"ELIZABETH MCLAREN","SENIOR VICE PRESIDENT OF REVENUE-CYC",1,1,"TN","WELLPARK AT SHANNONDALE","Small Operator"
"ALICEN HATCH","ADMINISTRATOR",1,1,"UT","UINTAH HC SPECIAL SVC DISTRICT","Small Operator"
"JEREMY FREHNER","ADMINISTRATOR",1,1,"UT","SEASONS HEALTHCARE & REHAB","Small Operator"
"BARUCH GIBERSTIEN","MANAGING PARTNER",1,1,"VA","THE REHAB CENTER AT BRISTOL","Small Operator"
"COLIN GANNON","ADMINISTRATOR",1,1,"VA","VIERRA FALLS CHURCH","Small Operator"
"MARY KOFSTAF","CEO",1,1,"WA","AVAMERE REHABILITATION OF BURIEN","Small Operator"
"DIEU DIHN","CHIEF EXECUTIVE OFFICER",1,1,"WA","FORT VANCOUVER OF CASCADIA LLC","Small Operator"
"PAUL WADDINGTON","ADMINISTRATOR",1,1,"WA","EAGLE HARBOR HEALTHCARE  LLC","Small Operator"
"ISSAC YENOWITZ","CEO",1,1,"WA","HEARTWOOD EXTENDED HEALTH CARE","Small Operator"
"JULIE BINGMAN","ADMINISTRATOR",1,1,"WA","BOTHELL HEALTH CARE","Small Operator"
"JUSTIN CIESLEWICZ","NHA MBA",1,1,"WI","EDGEWATER HAVEN NURSING HOME","Small Operator"
"KARI KRUEGER","REGIONAL VP FINANCE",1,1,"WI","ST. MARYS CARE CENTER","Small Operator"
"BRIANNA KLEMP","ADMINISTRATOR",1,1,"WI","WOLF RIVER HEALTHCARE  LLC","Small Operator"
"AMBER DONOVAN","EXECUTIVE DIRECTOR",1,1,"WI","HEBRON OAKS","Small Operator"
"JENNIFER GREEN","ADMINISTRATOR",1,1,"WI","CARE-AGE OF BROOKFIELD","Small Operator"
"GIDGET BLANK","CEO",1,1,"WI","ST.JOSEPH RESIDENCE","Small Operator"
"JESSICA HORNING","CHIEF FINANCIAL OFFICER",1,1,"WI","MILWAUKEE CATHOLIC HOME","Small Operator"
"MARISSA COOK","VICE PRESIDENT OF FINANCE",1,1,"WI","FOND DU LAC LUTHERAN HOME INC","Small Operator"
"JAY ANDRESS","ADMINISTRATOR",1,1,"WI","UNITED PIONEER HOME  INC","Small Operator"
"ANN NOVAK","ADMINISTRATOR",1,1,"WI","CARE & REHAB-LADYSMITH-2","Small Operator"
"PAUL CONTRIS","CEO",1,1,"WY","GOSHEN HEALTHCARE COMMUNITY","Small Operator"
"SETH BRAITHWAITE","ADMINISTRATOR",1,1,"CA","DESERT MALLOW HEALTHCARE  INC.","Small Operator"
"JAY NELSON","ADMINISTRATOR",1,1,"CA","LAS FLORES CONVALESCENT HOSPITAL","Small Operator"
"ZAHRA GHORBANI","ADMINISTRATOR",1,1,"CA","EL RANCHO VISTA HEALTH CARE CENTER","Small Operator"
"LEON VALLE","ADMINISTRATOR",1,1,"CA","MOUNTAIN VIOLET HEALTHCARE  INC.","Small Operator"
"SADIE HARNESS","ADMINISTRATOR",1,1,"CA","GLENBROOK","Small Operator"
"WILLIE SHERMAN","ADMINISTRATOR",1,1,"TX","YELLOWSTAR HEALTHCARE LLC","Small Operator"
"DONALD MCCASKILL","OWNER",1,1,"TX","LYTLE NURSING HOME","Small Operator"
"MIKE ANDREASEN","SENIOR VICE PRESIDENT",1,1,"TX","PARKWOOD HEALTH CARE","Small Operator"
"CHUMLEY@XIT.NET CHUMLEY","PRESIDENT OF THE BOARD",1,1,"TX","WESTON INN NURSING AND REHABILITATIO","Small Operator"
"MEGAN BURCH","ADMINISTRATOR",1,1,"TX","E.F. & BERTHA KRUSE MEMORIAL HOME","Small Operator"
"AMANDA MAY","ADMINISTRATOR",1,1,"TX","SENIOR SUITE CARE & REHAB  LLC","Small Operator"
"JEANNETTE DIXON","ADMINISTRATOR",1,1,"TX","PURE HEALTH TRANSITIONAL CARE AT THR","Small Operator"
"RYAN GOLDBARG","ADMINISTRATOR",1,1,"CA","BROADWAY VILLA POST ACUTE","Small Operator"
"PAUL GUSTAFSON","ADMINISTRATOR",1,1,"FL","VILLAGE PLACE HEALTH & REHAB","Small Operator"
"LEONARD KOENIG","ADMINISTRATOR",1,1,"IL","TERRACE NURSING HOME","Small Operator"
"AKEEM ABIOLA","ADMINISTRATOR",1,1,"IL","COMMUNITY CARE CENTER","Small Operator"
"IAN CROOK","CEO",1,1,"IL","HEALTHBRIDGE OF ARLINGTON HEIGHTS","Small Operator"
"KELLY ASJWORTH","EXECUTIVE VICE PRESIDENT",1,1,"LA","LEGACY NURSING AND REHABILITATION OF","Small Operator"
"WILLIAM CASSIDY","ADMINISTRATOR",1,1,"LA","MAISON DU MONDE","Small Operator"
"MROGAN WRIGHT","MANAGER OF REPORTING",1,1,"MD","FREDERICK HEALTH & REHABILITATION","Small Operator"
"KURT SAPP","ADMINISTRATOR",1,1,"MI","OCEANA MEDICAL CARE FACILITY","Small Operator"
"DESTINY WILKINS","ADMINISTRATOR",1,1,"MI","JACKSON COUNTY MEDICAL CARE FACILITY","Small Operator"
"ANDREA ROSS","ADMINISTRATOR",1,1,"MN","LAKEHOUSE HEALTHCARE & REHABILITATIO","Small Operator"
"KATHY YOUNQUIST","CHIEF FINANCIAL OFFICER",1,1,"MN","LAKE RIDGE CARE CENTER OF BUFFALO","Small Operator"
"SHARI EMBREE","ADMINISTRATOR",1,1,"MO","MONROE MANOR","Small Operator"
"PAULETTE DIDOMENICO","CONTROLLER",1,1,"NH","THE COURVILLE AT NASHUA  INC","Small Operator"
"ELI ROZENBERG","OPERATOR",1,1,"NY","BISHOP REHAB AND NURSING CENTER","Small Operator"
"ISRAEL FRANKEL","OWNER",1,1,"NY","ROSEWOOD REHABILITATION & NURSING CE","Small Operator"
"GRETCHEN SECHIO","ADMINISTRATOR",1,1,"RI","RIVERVIEW OPERATOR  LLC","Small Operator"
"SAMUEL GOLDNER","CEO",1,1,"WA","ARCADIA MEDICAL RESORT OF PARKSIDE","Small Operator"
"MATTHEW LOYD","PRESIDENT & CEO",1,1,"WI","ST. JOHNS COMMUNITIES  INC.","Small Operator"
"JEFF AUSTIN","DIRECTOR",1,1,"WI","GOLDEN YEARS HEALTH CENTER","Small Operator"
"NIKKI HALL","EXECUTIVE DIRECTOR",1,1,"AL","ELBA NURSING & REHAB CENTER LLC","Small Operator"
"VERONICA JOHNSON","EXECUTIVE DIRECTOR",1,1,"AL","NORTH HILL NURSING & REHAB CTR LLC","Small Operator"
"MELODY CRUTCHFIELD","EXECUTIVE DIRECTOR",1,1,"AL","BIRMINGHAM NRSG & REHAB CTR EAST LLC","Small Operator"
"KELVIN ROBERTSON","ADMINISTRATOR",1,1,"AL","FOREST MANOR HEALTH AND REHAB","Small Operator"
"KAYLA BARLETT","EXECUTIVE DIRECTOR",1,1,"AL","FLORENCE NURSING & REHAB CENTER  LLC","Small Operator"
"KATHY ODOM","EXECUTIVE DIRECTOR",1,1,"AL","EIGHT MILE NURSING & REHAB CTR  LLC","Small Operator"
"DELILAH GRIFFITH","EXECUTIVE DIRECTOR",1,1,"AL","BIRMINGHAM NURSING & REHAB CTR  LLC","Small Operator"
"MICHAEL BRITTON","EXECUTIVE DIRECTOR",1,1,"AL","MOBILE NURSING & REHAB CENTER  LLC","Small Operator"
"LANA DAVIS","ADMINISTRATOR",1,1,"AL","SPRINGHILL SENIOR RESIDENCE","Small Operator"
"JASON BANKS","ADMINISTRATOR",1,1,"AL","ARBOR LAKE HEALTH & REHAB  LLC","Small Operator"
"MARY MAIR","DIR OF FINANCIAL SERVICES",1,1,"AL","GALLERIA WOODS SKILLED NURSING FACIL","Small Operator"
"TYLER PETTY","ADMINISTRATOR",1,1,"AZ","LOOKOUT MOUTAIN HEALTHCARE LLC","Small Operator"
"KIM MOORE","CHIEF FINANCIAL OFFICER",1,1,"AR","BUTTERFIELD TRAIL VILLAGE","Small Operator"
"KAYE WALLACE","ADMINISTRATOR",1,1,"AR","LAKE VILLAGE OPS DBA LAKE VILLAGE","Small Operator"
"JOHN STROTHER","ADMINISTRATOR",1,1,"AR","SALINE SNF OPS DBA HEARTLAND","Small Operator"
"CHRISTINA AVERY","ADMINISTRATOR",1,1,"AR","TWIN RIVERS REHAB & HEALTH","Small Operator"
"JULIE TRUCKS","ADMINISTRATOR",1,1,"AR","DREW SNF","Small Operator"
"CHYRA WORTHINGTON","ADMINISTRATOR",1,1,"AR","MALVERN SNF OPS.  DBA ARBOR OAKS","Small Operator"
"NANCY BROWN","ADMINISTRATOR",1,1,"AR","BRYANT SNF OPS DBA SOUTHERN TRACE","Small Operator"
"KIMBERLY LAVALLE","ADMINISTRATOR",1,1,"AR","SEARCY SNF OPS DBA HIGHLAND COURT","Small Operator"
"CHAIM SHAPIRO","MEMBER",1,1,"AR","SILOAM SPRINGS NURSING AND REHAB","Small Operator"
"VICKI HUGHES","ADMINISTRATOR",1,1,"AR","MENA SNF OPERATIONS  LLC","Small Operator"
"KARESSA GRITTON","ADMINISTRATOR",1,1,"AR","OZARK REHAB AND HEALTH","Small Operator"
"HOPE BURCHFIELD","ADMINISTRATOR",1,1,"AR","ENCORE HLTH REHAB OF MALVERN","Small Operator"
"THOMAS KELLEY","ADMINSTRATOR",1,1,"AR","ST JOHNS PLACE","Small Operator"
"JONATHAN GOBLE","ADMINISTRATOR",1,1,"AR","SUMMIT HEALTH & REHAB  LLC","Small Operator"
"CHRIS MARSH","EXECUTIVE DIRECTOR",1,1,"AR","PRESBYTERIAN VILLAGE  INC","Small Operator"
"CARNAIL WILLIAMS","ADMINISTRATOR",1,1,"AR","POPLAR GROVE OPERATIONS","Small Operator"
"HILLARY ROTHEY","ADMINISTRATOR",1,1,"CA","WEST ESCONDIDO HEALTHCARE  LLC","Small Operator"
"MICHAEL JAMES YUHAS","ADMINISTRATOR",1,1,"CA","COSTA VICTORIA HEALTHCARE  LLC","Small Operator"
"CHRISTIAN MARCHESECHI","ADMINISTRATOR",1,1,"CA","LODI CREEK POST-ACUTE","Small Operator"
"CARLA ARELLANO","ADMINISTRATOR",1,1,"CA","CLAREMONT FOOTHILLS HEALTH ASSOCIATE","Small Operator"
"RONALD KINNERSLEY","ADMINISTRATOR",1,1,"CA","MANNING GARDENS","Small Operator"
"CASEY ALLEN CLUFF","ADMINISTARTOR",1,1,"CA","ENSIGN WHITTIER EAST  LLC","Small Operator"
"DAWSON BURRUP","ADMINISTRATOR",1,1,"CA","ALDERSON CONVALESCENT HOSPITAL","Small Operator"
"OME SALMA MOORE","ADMINISTRATOR",1,1,"CA","CITY HEIGHTS HEALTH ASSOCIATES  LLC","Small Operator"
"JASON WHEELER","ADMINISTRATOR",1,1,"CA","RIO HONDO HEALTHCARE  INC","Small Operator"
"HALEY ANDERSON","CHIEF OPERATING OFFICER",1,1,"CA","THE CALIFORNIAN","Small Operator"
"MATTHEW HUEFNER","ADMINISTRATOR",1,1,"CA","ENSIGN WHITTIER WEST  LLC","Small Operator"
"WILESTELA FE WILLIAMS","ADMINISTRATOR",1,1,"CA","ATLANTIC MEMORIAL HEALTHCARE ASSOC.","Small Operator"
"FERNANDO VAZQUEZ","ADMINISTRATOR",1,1,"CA","ENSIGN CLOVERDALE  LLC","Small Operator"
"RILEY BUSHMAN","ADMINISTRATOR",1,1,"CA","COVENTRY COURT HEALTH CENTER","Small Operator"
"STEVEN LINGHU","DIRECTOR OF FINANCE",1,1,"CA","TOPANGA TERRACE CONVALESCENT CENTER","Small Operator"
"NATHAN NOE","ADMINISTRATOR",1,1,"CA","NORTH BAY POST ACUTE","Small Operator"
"MARIE MOYA","COMTROLLER",1,1,"CA","SAN LUIS POST ACUTE","Small Operator"
"AUDUMN HENDRY","ADMINISTRATOR",1,1,"CA","ENSIGN WILLITS  LLC","Small Operator"
"LANA STUKOV","CEO",1,1,"CA","SAN FRANCISCO HEALTH CARE","Small Operator"
"CASON ANDREW BUSH","ADMINISTRATOR",1,1,"CA","ENSIGN SANTA ROSA  LLC","Small Operator"
"STEWART MONTGOMERY","ADMINISTRATOR",1,1,"CA","PORTSIDE HEALTHCARE  INC.","Small Operator"
"JONATHAN LUKE ENSIGN","ADMINISTRATOR",1,1,"CA","ENSIGN MONTGOMERY  LLC","Small Operator"
"WADE BAKER","VICE PRESIDENT OF OPERATIONS",1,1,"CO","HEALTH CARE CENTRE AT GUNNISON LIVIN","Small Operator"
"LESLIE MASON","CFO",1,1,"CO","EBEN EZER LUTHERAN CARE CENTER","Small Operator"
"NABIL BOUZIDA","ADMINISTRATOR",1,1,"CO","HIGHLAND PARK REHABILITATION & CARE","Small Operator"
"KUDZAI MAKOMBE","ADMINISTRATOR",1,1,"CO","SIDEWINDER HEALTHCARE  INC.","Small Operator"
"STERLING KROUT","ADMINISTRATOR",1,1,"CO","LATHAM RIVER HEALTHCARE  INC.","Small Operator"
"GARON LEAR","ADMINISTRATOR",1,1,"CO","LONGS PEAK HEALTHCARE  INC.","Small Operator"
"ANNIE MALONEY","ADMINISTRATOR",1,1,"CO","STEEL CITY HEALTHCARE  INC.","Small Operator"
"BRENT REED","ADMINISTRATOR",1,1,"CO","BROKEN RIDGE HEALTHCARE  INC.","Small Operator"
"DERRICK LANDIS","ADMINISTRATOR",1,1,"CO","LOWELL HEALTHCARE  INC.","Small Operator"
"AARON FISH","CHIEF FINANCAIL OFFICER",1,1,"CO","BEAR CREEK SENIOR LIVING","Small Operator"
"CAITLYN DONEGAN","ADMINISTRATOR",1,1,"CO","BROOMFIELD SKILLED NURSING & REHAB","Small Operator"
"CARLY BADER","ADMINISTRATOR",1,1,"CO","GREEN HOUSE HOMES","Small Operator"
"JEFF DEVANEY","VP OF FINANCE",1,1,"CT","WHITNEY CENTER","Small Operator"
"PATRICK CARTIER","ADMINISTRATOR",1,1,"CT","AVALON HEALTH CARE CTR AT STONE","Small Operator"
"REGINA KIM","ADMINISTRATOR",1,1,"DC","DEANWOOD REHABILITATION & WELLNESS C","Small Operator"
"GLADSTONE JAMES","CHIEF FINANCIAL OFFICER",1,1,"DC","KNOLLWOOD - ARMY DISTAFF FOUNDATION","Small Operator"
"SCOTT TAYLOR","CFO",1,1,"DC","THE METHODIST HOME OF DC","Small Operator"
"SYDNEY MORROW","ADMINISTRATOR",1,1,"FL","GREENBRIAR HEALTHCARE REHABILITATION","Small Operator"
"MARY MORTON","CFO",1,1,"FL","MOORINGS PARK","Small Operator"
"PHILLIP FORRISTAL","ADMINISTRATOR",1,1,"FL","GOLFVIEW NURSING CENTER","Small Operator"
"KARL GOEDERT","CONTROLLER",1,1,"FL","EAST RIDGE RETIREMENT VILLAGE   INC.","Small Operator"
"JACOB BRUSH","ADMINISTRATOR",1,1,"FL","CARLTON SHORES HEALTHCARE & REHAB","Small Operator"
"STEVEN LEVATO","ADMINISTRATOR",1,1,"FL","THE INN AT FREEDOM VILLAGE","Small Operator"
"FORREST SMITH","TREASURER",1,1,"FL","PREMIER PLACE AT THE GLENVIEW","Small Operator"
"BRAD ANDRUS","EXECUTIVE DIRECTOR",1,1,"FL","CHATSWORTH AT PGA NATIONAL  LLC","Small Operator"
"RALPH FERA-MCLLWAIN","EXECUTIVE DIRECTOR",1,1,"FL","FREEDOM POINTE AT THE VILLAGES","Small Operator"
"AMANDA WIMES","ADMINISTRATOR",1,1,"FL","THE CLUB HEALTH & REHABILITATION CTR","Small Operator"
"ROBIN LANCASTER","ACCOUNTING DIRECTOR",1,1,"FL","THE ARLINGTON OF NAPLES","Small Operator"
"DAVID KREMER","EXECUTIVE DIRECTOR",1,1,"FL","LEGACY POINTE AT UCF","Small Operator"
"BRADEN MEEKS","ADMINISTRATOR",1,1,"GA","HART CARE CENTER  INC.","Small Operator"
"KIMBERLY SHREWSBURY","SVP  CFO  ATRIUM HEALTH NAVICENT",1,1,"GA","AHN CARLYLE PLACE","Small Operator"
"ROWLAND COCKS","CFO",1,1,"GA","FOUNTAINVIEW CENTER","Small Operator"
"ERIC DUDASKO","EXECUTIVE DIRECTOR",1,1,"GA","THE OAKS HEALTH CENTER","Small Operator"
"MARK DUDLEY","CHIEF EXECUTIVE OFFICER",1,1,"ID","CALDWELL CARE OF CASCADIA","Small Operator"
"ANDREW GABEL","CHIEF EXECUTIVE OFFICER",1,1,"ID","THE ORCHARDS OF CASCADIA","Small Operator"
"BUZZ HOOPES","CHIEF EXECUTIVE OFFICER",1,1,"ID","CANYON WEST OF CASCADIA","Small Operator"
"RILEY SESSIONS","ADMINISTRATOR",1,1,"ID","JRT HEALTHCARE  INC.","Small Operator"
"KYLE SKOUSEN","CHIEF EXECUTIVE OFFICER",1,1,"ID","ARBOR VALLEY OF CASCADIA","Small Operator"
"SAMANTHA BIEHL","ADMINISTRATOR",1,1,"ID","HOMEDALE HEALTHCARE  INC.","Small Operator"
"HADEN NASH","CHIEF EXECUTIVE OFFICER",1,1,"ID","SHAW MOUNTAIN OF CASCADIA","Small Operator"
"CARSON DAY","CHIEF EXECUTIVE OFFICER",1,1,"ID","CHERRY RIDGE OF CASCADIA","Small Operator"
"SAWYER WILCOX","CHIEF EXECUTIVE OFFICER",1,1,"ID","TWIN FALLS OF CASCADIA","Small Operator"
"JAMES HAMMOND","CHIEF EXECUTIVE OFFICER",1,1,"ID","TETON HEALTHCARE OF CASCADIA","Small Operator"
"CHARLOTTE KOHN","PRESIDENT",1,1,"IL","DOBSON PLAZA  INC","Small Operator"
"EMILY BLOCK","ADMINISTRATOR",1,1,"IL","WYNSCAPE HEALTH & REHABILITATION","Small Operator"
"MILAN STOKOVICH","ADMINISTRATOR/OWNER",1,1,"IL","LIBERTYVILLE MANOR EXTENDED CARE","Small Operator"
"CRYSTAL BAILEY","CHIEF FINANCIAL OFFICER",1,1,"IL","CLARK-LINDSEY VILLAGE INC.","Small Operator"
"JEREMIAH PSINAS","ADMINISTRATOR",1,1,"IL","APOSTOLIC CHRISTIAN RESTMOR","Small Operator"
"ALICIA EMMERICH","NURSING HOME ADMINISTRATOR",1,1,"IL","OAK HILL","Small Operator"
"MEIR KATZENSTEIN","CEO",1,1,"IL","GOLDWATER CARE SPRING VALLEY","Small Operator"
"DAVID SEITLER","CHIEF EXECUTIVE ORDER",1,1,"IL","ARC AT NORMAL","Small Operator"
"TERRIE WEIBLE","EXECUTIVE DIRECTOR",1,1,"IL","STEARNS NURSING & REHAB CENTER  LLC","Small Operator"
"KATE MARRERO","ADMINISTRATOR",1,1,"IL","ST. PATRICKS RESIDENCE","Small Operator"
"MARCOS PEREZ","ADMINISTRATOR",1,1,"IL","STEPHENSON COUNTY NURSING CENTER","Small Operator"
"KATHLEEN STEINZ","ADMINISTRATOR",1,1,"IL","LASALLE COUNTY NURSING HOME","Small Operator"
"JOSEPH BRANDMAN","PRESIDENT",1,1,"IL","FLORENCE NURSING HOME","Small Operator"
"TIM BRABAND","DIRECTOR OF FINANCE",1,1,"IL","RADFORD GREEN","Small Operator"
"JUDD SCHNEIDER","MANAGER",1,1,"IL","FOSTER HEALTH & REHABILITATION CENTE","Small Operator"
"ELIZABETH VANDERWAL","ADMINISTRATOR",1,1,"IL","MONARCH LANDING","Small Operator"
"JORDAN MORROW","EXECUTIVE DIRECTOR",1,1,"IN","JOHNSON DBA GREENWOOD VILLAGE SOUTH","Small Operator"
"DYLAN JOHNSON","ADMINISTRATOR",1,1,"IN","MH DBA ST ANTHONY REHAB & NSG CTR","Small Operator"
"MARK SCHWOB","DIRECTOR OF FINANCE",1,1,"IN","GRACE VILLAGE HEALTH CARE VILLAGE","Small Operator"
"PAUL MAYER","PRESIDENT OF BOARD",1,1,"IN","EVANSVILLE PROTESTANT HOME","Small Operator"
"MATTHEW DUDDY","VP-REIMBURESEMENT",1,1,"IN","WELLBROOKE OF WABASH","Small Operator"
"ASHOK LAL MOHAN","DIRECTOR OF OPERATIONS",1,1,"IN","TRANQUILITY NURSING AND REHAB","Small Operator"
"AMBER CONDUFF","ADMINISTRATOR",1,1,"IA","STRAWBERRY POINT LUTHERAN HOME","Small Operator"
"KIMBERLY HUFSEY","ADMINISTRATOR",1,1,"IA","KAHL HOME FOR THE AGED","Small Operator"
"MICHAEL BLUME","ADMINISTRATOR",1,1,"IA","MISSISSIPPI VALLEY HEALTHCARE & REHA","Small Operator"
"DAVE DIXON","VP/CFP",1,1,"IA","MECHANICSVILLE SPECIALTY CARE","Small Operator"
"GARY JOE ROUTH","ADMINISTRATOR",1,1,"IA","CLEARVIEW HOME","Small Operator"
"KELLEY SEITZ","ADMINISTRATOR",1,1,"IA","NORTHCREST LIVING CENTER","Small Operator"
"KATHRYN KEANE","ADMINISTRATOR",1,1,"IA","PLEASANT VIEW CARE CENTER","Small Operator"
"JORDAN BRANCH","ADMINISTRATOR",1,1,"IA","HUBBARD CARE CENTER","Small Operator"
"KEIRA THOMAS","CONTROLLER-RECEIVERSHIP GROUP",1,1,"IA","ASPIRE OF GOWRIE","Small Operator"
"NICK LANDGRAF","ADMINISTRATOR",1,1,"IA","METHODIST MANOR","Small Operator"
"MICHAEL WEIH","ADMINISTRATOR",1,1,"IA","WHEATLAND MANOR","Small Operator"
"KATHY SCHULTZ","PRESIDENT",1,1,"IA","GRANDVIEW HEIGHTS","Small Operator"
"MARK CODY","EXECUTIVE DIRECTOR",1,1,"IA","CORNERSTONE SENIOR COMM OF REMSEN","Small Operator"
"HEATHER UTHOFF","CFO",1,1,"IA","BETHANY MANOR INC.","Small Operator"
"BRETT INGERSOLL","ADMINISTRATOR",1,1,"IA","MAPLE CREST MANOR","Small Operator"
"JORDAN TJADEN","ADMINISTRATOR",1,1,"IA","MIDLANDS LIVING CENTER","Small Operator"
"JOSHUA HILL","ADMINISTRATOR",1,1,"IA","PARKER CREEK HEALTHCARE LLC","Small Operator"
"LISA HOODJER","EXECUTIVE DIRECTOR",1,1,"IA","SCENIC MANOR","Small Operator"
"KEN NELSON","ADMINISTRATOR",1,1,"IA","ST LUKE LUTHERAN HOME","Small Operator"
"RYAN SIKORA","ADMINISTRATOR",1,1,"IA","RUTHVEN COMMUNITY CARE CENTER","Small Operator"
"ALISON HORSLEY","ADMINISTRATOR",1,1,"IA","TWILIGHT ACRES","Small Operator"
"MATT CARPENTER","ADMINISTRATOR",1,1,"IA","GOOD NEIGHBOR HOME","Small Operator"
"JUSTIN GILL","MANAGER",1,1,"IA","RAMSEY VILLAGE","Small Operator"
"KENT WALTON","ADMINISTRATOR",1,1,"IA","HIAWATHA CARE CENTER","Small Operator"
"RON SEMLER","ADMINISTRATOR",1,1,"IA","PARKVIEW HOME","Small Operator"
"ERIC KLOUSE","ADMINISTATOR",1,1,"IA","ARBOR SPRINGS","Small Operator"
"RON STURSMA","ADMINISTRATOR",1,1,"IA","VISTA WOODS CARE CENTER","Small Operator"
"MELISSA REED","ADMINISTRATOR",1,1,"IA","SOLON NURSING CARE CENTER","Small Operator"
"TRACEY LONG","ADMINISTRATOR",1,1,"IA","HAWKEYE CARE CENTER DUBUQUE","Small Operator"
"WENDY NELSON","ADMINISTRATOR",1,1,"IA","PRAIRIE VIEW HOME","Small Operator"
