rpt_rec_num,prvdr_num,npi,prvdr_ctrl_type_cd,fy_bgn_dt,fy_end_dt,rpt_stus_cd,facility_name,address,city,state,zip,certifier_name,certifier_printed_name,certifier_title,certifier_date
1434090,215323,,4,01/01/2024,12/31/2024,2,CRESCENT CITIES CENTER,4409 EAST WEST HIGHWAY,RIVERDALE,MD,20737,GREGORY DWYER,GREGORY DWYER,ADMINISTRATOR,05/30/2025
1434091,215329,,2,01/01/2024,12/31/2024,2,BUCKINGHAMS CHOICE  INC.,3200 BAKER CIRCLE,ADAMSTOWN,MD,21710,PEGGY VALDIVIA,PEGGY VALDIVIA,VICE PRESIDENT  FINANCIAL SERVICES,05/30/2025
1434092,215343,,2,01/01/2024,12/31/2024,2,RIDERWOOD VILLAGE  INC.,3160 GRACEFIELD RD,SILVER SPRING,MD,20904,,,,
1434093,215345,,4,01/01/2024,12/31/2024,2,BAYWOODS COOPERATIVE HOUSING CORP.,7101 BAYFRONT DRIVE,ANNAPOLIS,MD,21403,FRANK MCGOVERN,FRANK MCGOVERN,EXECUTIVE DIRECTOR,05/19/2025
1434095,215352,,2,01/01/2024,12/31/2024,2,COFFMAN NURSING HOME,1304 PENNSYLVANIA AVENUE,HAGERSTOWN,MD,21742,STEPHEN COETZEE,STEPHEN COETZEE,PRESIDENT/CEO,05/21/2025
1434096,215353,,2,01/01/2024,12/31/2024,2,INGLESIDE AT KING FARM,701 KING FARM ROAD,ROCKVILLE,MD,20850,JAMIE SPENCER,JAMIE SPENCER,CHIEF FINANCIAL & GROWTH OFFICER,05/08/2025
1434097,215360,,1,03/01/2024,02/28/2025,1,MARYLAND BAPTIST AGED HOME,2601 RAYNER AVE,BALTIMORE,MD,21216,,,,
1434098,215361,,2,01/01/2024,12/31/2024,2,MARYLAND MASONIC HOME,300 INTERNATIONAL CIRCLE,COCKEYSVILLE,MD,21030,CHRIS CORONADO,CHRIS CORONADO,EXECUTIVE DIRECTOR,05/28/2025
1434099,215372,,2,01/01/2024,12/31/2024,2,GEN GERMAN AGED PEOPLES HOME BALTIM,800 SOUTHERLY ROAD,TOWSON,MD,21286,ROLAND DEVASHER,ROLAND DEVASHER,VP OF FINANCE AND ADMINISTRATION,05/30/2025
1434100,225002,,4,01/01/2024,12/31/2024,2,HOLDEN REHAB & SKILLED NURSING CTR,32 MAYO DRIVE,HOLDEN,MA,01520,ELIZABETH MATSON,ELIZABETH MATSON,CFO,05/28/2025
1434101,225016,,2,01/01/2024,12/31/2024,2,SALEM COMMUNITY CORPORATION,87 BRIARWOOD CIRCLE,WORCESTER,MA,01606,ANDREW FREILICH,ANDREW FREILICH,EXECUTIVE DIRECTOR,05/29/2025
1434102,225038,,4,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF LEOMINSTER,370 WEST STREET,LEOMINSTER,MA,01453,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/21/2025
1434103,225058,,5,01/01/2024,12/31/2024,2,ROYAL BRAINTREE REHAB AND NURSING,95 COMMERCIAL STREET,BRAINTREE,MA,02184,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/19/2025
1434104,225063,,5,01/01/2024,12/31/2024,2,MARLBOROUGH HILLS HEALTHCARE CENTER,121 NORTHBORO ROAD EAST,MARLBOROUGH,MA,01572,MICHAEL MOSIER,MICHAEL MOSIER,CFO,05/28/2025
1434106,225173,,2,01/01/2024,12/31/2024,2,JEWISH HEALTHCARE CENTER  INC,629 SALISBURY STREET,WORCESTER,MA,01609,VINCENT LIBRANDI,VINCENT LIBRANDI,CEO,05/28/2025
1434107,225185,,5,01/01/2024,12/31/2024,2,COUNTRY GARDENS HEALTH AND REHAB CTR,2045 GRAND ARMY HIGHWAY,SWANSEA,MA,02777,MIKE FLANAGAN,MIKE FLANAGAN,RECEIVER,05/22/2025
1434108,225191,,4,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,01720,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/21/2025
1434109,225196,,4,01/01/2024,12/31/2024,2,GARDNER REHABILITATION & NURSING CEN,59 EASTWOOD CIRCLE,GARDNER,MA,01440,HOWARD MERMELSTIEN,HOWARD MERMELSTIEN,OWNER/OPERATOR,05/20/2025
1434110,225211,,4,01/01/2024,12/31/2024,2,ELLIS NURSING HOME  INC.,135 ELLIS AVENUE,NORWOOD,MA,02062,,ANTHONY FRANCHI,PRESIDENT,
1434111,225215,,5,01/01/2024,12/31/2024,2,SOUTHSHORE MA SNF LLC,115 NORTH AVENUE,ROCKLAND,MA,02370,MICHAEL MOSIER,MICHAEL MOSIER,CFO,05/28/2025
1434112,225221,,5,01/01/2024,12/31/2024,2,CHAMPION REHAB AND NURSING CENTER,2 BEAUMONT AVENUE,BROCKTON,MA,02302,,PAUL OMROD,VP REIMBURSEMENT,
1434113,225222,,4,01/01/2024,12/31/2024,2,ADVINIACARE NEWTON WELLESLEY LLC,694 WORCESTER STREET,WELLESLY,MA,02482,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434114,225224,,5,01/01/2024,12/31/2024,2,CARE ONE AT LOWELL,19 VARNUM STREET,LOWELL,MA,01854,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434115,225227,,5,01/01/2024,12/31/2024,2,FITCHBURG REHAB AND NURSING CENTER,94 SUMMER STREET,FITCHBURG,MA,01420,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/18/2025
1434116,225236,,5,01/01/2024,12/31/2024,2,CARE ONE AT HOLYOKE,260 EASTHAMPTON ROAD,HOLYOKE,MA,01040,,,,
1434117,225242,,4,01/01/2024,12/31/2024,2,WESTBOROUGH HEALTHCARE,8 COLONIAL DRIVE,WESTBOROUGH,MA,01581,BILL STEPHAN,BILL STEPHAN,CFO,05/28/2025
1434118,225248,,4,01/01/2024,12/31/2024,2,NORTHBRIDGE REHAB CENTER,85 BEAUMONT DR,NORTHBRIDGE,MA,01534,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434120,225257,,5,01/01/2024,12/31/2024,2,CARE ONE AT NORTHAMPTON,548 ELM STRET,NORTHAMPTON,MA,01060,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434121,225260,,4,01/01/2024,12/31/2024,2,CLAFLIN HILL CORPORATION,20 CLAFLIN STREET,MILFORD,MA,01757,KATELYN ROMANO COLLINS,KATELYN ROMANO COLLINS,CFO,05/21/2025
1434122,225270,,5,01/01/2024,12/31/2024,2,CARE ONE AT ESSEX PARK,265 ESSEX STREET,BEVERLY,MA,01915,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434123,225282,,4,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF SOUTH SHORE,309 DRIFTWAY,SICTUATE,MA,02066,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/22/2025
1434124,225284,,4,01/01/2024,12/31/2024,2,PLYMOUTH HARBORSIDE HEALTHCARE,19 OBERY STREET,PLYMOUTH,MA,02360,BILL STEPHAN,BILL STEPHAN,CFO,05/28/2025
1434125,225286,,5,01/01/2024,12/31/2024,2,AGAWAM EAST REHAB AND NURSING LLC,464 MAIN STREET,AGAWAM,MA,01001,BEN FRIEDMAN,BEN FRIEDMAN,CFO,05/29/2025
1434126,225288,,5,01/01/2024,12/31/2024,2,CARE ONE AT LEXINGTON,178 LOWELL STREET,LEXINGTON,MA,02420,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434127,225296,,5,01/01/2024,12/31/2024,2,BLUPOINT HEALTHCARE LLC DBA QUABBIN,821 DANIEL SHAYS HIGHWAY,ATHOL,MA,01331,DIANE BENOIT-LEBLANC,DIANE BENOIT-LEBLANC,FINANCIAL OFFICER,05/27/2025
1434129,225298,,5,01/01/2024,12/31/2024,2,NORTHWOOD MA SNF LLC,1010 VARNUM AVENUE,LOWELL,MA,01854,,MICHAEL MOSIER,CFO,
1434130,225299,,5,01/01/2024,12/31/2024,2,CARE ONE AT REDSTONE,135 BENTON DRIVE,EAST LONGMEADOW,MA,01028,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434131,225300,,5,01/01/2024,12/31/2024,2,ERNC OPERATING LLC,289 ELM STREET,EVERETT,MA,02149,,YEHUDAH WALDEN,CFO,
1434132,225305,,2,01/01/2024,12/31/2024,2,CHS OF WORCESTER  INC.,39 QUEEN STREET,WORCESTER,MA,01610,,,,
1434133,225312,,5,01/01/2024,12/31/2024,2,BLUPOINT MANAGEMENT II DBA BLACKSTON,447 HILL ST,WHITENSVILLE,MA,49340,PAUL VALENTINE,PAUL VALENTINE,RECIEVER,05/22/2025
1434134,225315,,6,01/01/2024,12/31/2024,2,THE HIGHLANDS,315 NICHOLS ROAD,FITCHBURG,MA,01420,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/21/2025
1434135,225318,,6,01/01/2024,12/31/2024,2,BLUPOINT MERRIMACK HEALTHCARE LLC,22 MAPLE ST,AMESBURY,MA,01913,PAUL VALENTINE,PAUL VALENTINE,RECEIVER,05/22/2025
1434136,225323,,5,01/01/2024,12/31/2024,2,CARE ONE AT PEABODY,199 ANDOVRER STREET,PEABODY,MA,01960,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434137,225328,,6,01/01/2024,12/31/2024,2,THE OAKS LTC FACILITY,4525 ACUSHNET AVENUE,NEW BEDFORD,MA,02745,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/22/2025
1434138,225332,,4,01/01/2024,12/31/2024,2,ADVINIACARE NEWBURYPORT,180 LOW STREET,NEWBURYPORT,MA,15764,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434139,225334,,4,01/01/2024,12/31/2024,2,OAKDALE REHAB & SKILLED NURSING CTR,76 NORTH MAIN STREET,WEST BOYLSTON,MA,01583,ELIZABETH MATSON,ELIZABETH MATSON,CFO,05/28/2025
1434140,225338,,5,01/01/2024,12/31/2024,2,CAPE REGENCY MA SNF LLC,120 SOUTH MAIN STREET,CENTERVILLE,MA,02632,MIKE MOSIER,MIKE MOSIER,OWNER,05/28/2025
1434141,225339,,5,01/01/2024,12/31/2024,2,MRNC OPERATING LLC,300 WINTHROP STREET,MEDFORD,MA,15764,YEHUDA WALDEN,YEHUDA WALDEN,CFO,05/21/2025
1434142,225356,,5,01/01/2024,12/31/2024,2,CARE ONE AT RANDOLPH,49 THOMAS PATTEN DRIVE,RANDOLPH,MA,02368,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434143,225360,,5,01/01/2024,12/31/2024,2,GREENFIELD REHABILITATION,359 HIGH STREET,GREENFIELD,MA,01301,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/27/2025
1434144,225376,,2,01/01/2024,12/31/2024,2,PENACOOK PLACE  INC,150 WATER STREET,HAVERHILL,MA,01830,,,,
1434146,225383,,5,01/01/2024,12/31/2024,2,WESTFIELD GARDENS NURSING & REHAB,37 FEEDING HILLS ROAD,WESTFIELD,MA,01085,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/19/2025
1434147,225385,,2,01/01/2024,12/31/2024,2,CHRISTOPHER HOUSE INC.,10 MARY SCANO DRIVE,WORCESTER,MA,01605,MADELYN GANNON,MADELYN GANNON,ADMINISTRATOR,05/16/2025
1434149,225395,,5,01/01/2024,12/31/2024,2,LANESSA EXTENDED CARE FACILITY INC,751 SCHOOL STREET,WEBSTER,MA,01570,MIKE MOSIER,MIKE MOSIER,OWNER,05/28/2025
1434150,225401,,4,01/01/2024,12/31/2024,2,LAKEVIEW HOUSE INC.,87 SHATTUCK STREET,HAVERHILL,MA,01831,JON GUARINO,JON GUARINO,CFO,05/21/2025
1434151,225402,,5,01/01/2024,12/31/2024,2,CLIFTON REHABILITATIVE NURSING CENTE,500 WILBUR AVENUE,SOMERSET,MA,02725,MICHAEL FEIST,MICHAEL FEIST,OWNER/OPERATOR,05/16/2025
1434152,225408,,2,01/01/2024,12/31/2024,2,CHS OF WALTHAM  INC.,66 NEWTON STREET,WALTHAM,MA,02154,,,,
1434153,225409,,2,01/01/2024,12/31/2024,2,HENRY C. NEVINS HOME INC.,10 INGALLS COURT,METHUEN,MA,01844,SHARON WALSH,SHARON WALSH,CFO,05/16/2025
1434154,225412,,4,01/01/2024,12/31/2024,2,MEDWAY COUNTRY MANOR INC.,115 HOLLISTON STREET,MEDWAY,MA,02053,,AIMEE CASTIGLIONI,ADMINISTRATOR,
1434155,225414,,2,01/01/2024,12/31/2024,2,ST. JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,02302,,,,
1434157,225418,,2,01/01/2024,12/31/2024,2,HELLENIC WOMENS BENEVOLENT ASSOC.,601 SHERMAN STREET,CANTON,MA,02021-2053,,ANA PANAGIOTIDIS,EXECUTIVE FINANCE DIRECTOR,
1434158,225421,,5,01/01/2024,12/31/2024,2,AYER VALLEY REHAB AND NURSING LLC,400 GROTON ROAD,AYER,MA,01432,BEN FRIEDMAN,BEN FRIEDMAN,CFO,05/29/2025
1434159,225425,,5,01/01/2024,12/31/2024,2,WATERTOWN REHAB & NURSING CENTER,59 COOLIDGE HILL ROAD,WATERTOWN,MA,02472,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/19/2025
1434160,225434,,2,01/01/2024,12/31/2024,2,THE BOSTON HOME INC.,2049 DORCHESTER AVENUE,DORCHESTER,MA,02124-4799,FRAN MURPHY,FRAN MURPHY,CFO,05/16/2025
1434161,225436,,2,01/01/2024,12/31/2024,2,METRO HEALTH FOUNDATION OF MA INC.,337 NEPONSET AVENUE,DORCHESTER,MA,02121,JUDITH LIMA,JUDITH LIMA,CHIEF FINANCIAL OFFICER,05/31/2025
1434162,225438,,5,01/01/2024,12/31/2024,2,ST FRANCIS REHAB AND NSG CENTER,101 PLANTATION STREET,WORCESTER,MA,01604,,,,
1434163,225439,,2,01/01/2024,12/31/2024,2,ODD FELLOWS HOME OF MASS INC,104 RANDOLPH RD,WORCESTER,MA,01606,MARK OFLAHERTY,MARK OFLAHERTY,ADMINISTRATOR,05/23/2025
1434164,225444,,5,01/01/2024,12/31/2024,2,BLUE HILLS HEALTH AND REHABILIATION,1044 PARK STREET,STOUGHTON,MA,02072,MIKE FLANAGAN,MIKE FLANAGAN,RECEIVER,05/22/2025
1434165,225445,,5,04/01/2024,12/31/2024,2,AFFINITY HEALTHCARE  LLC,1102 WASHINGTON STREET,BRAINTREE,MA,02184,ISRAEL NACHFOLGER,ISRAEL NACHFOLGER,MEMBER,06/01/2025
1434166,225452,,5,01/01/2024,12/31/2024,2,STERLING VILLAGE LLC,18 DANA HILL ROAD,STERLING,MA,01564,SEAN DURSO,SEAN DURSO,CFO,05/16/2025
1434167,225453,,5,01/01/2024,12/31/2024,2,CARVALHO GROVE HEALTH AND REHAB CTR,273 OAK GROVE AVENUE,FALL RIVER,MA,02723,MIKE FLANAGAN,MIKE FLANAGAN,RECEIVER,05/22/2025
1434168,225456,,5,01/01/2024,12/31/2024,2,OCEANSIDE REHAB AND NURSING CENTER,44 SOUTH STREET,ROCKPORT,MA,01966,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/18/2025
1434169,225459,,4,01/01/2024,12/31/2024,2,ROYAL NURSING CENTER LLC,545 MAIN STREET,FALMOUTH,MA,02540,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/19/2025
1434170,225461,,5,01/01/2024,12/31/2024,2,CEDARWOOD GARDENS,130 CHESTNUT STREET,FRANKLIN,MA,02038,MIKE FLANAGAN,MIKE FLANAGAN,RECEIVER,05/22/2025
1434171,225463,,12,01/01/2024,12/31/2024,2,COUNTRYSIDE HC OF MILFORD,ONE COUNTRYSIDE DRIVE,MILFORD,MA,01757,HEATHER LABRIE,HEATHER LABRIE,ADMINISTRATOR,05/16/2025
1434172,225466,,5,01/01/2024,12/11/2024,2,HIGHVIEW OF NORTHAMPTON,222 RIVER STREET,LEEDS,MA,01503,MICHAEL MOSIER,MICHAEL MOSIER,CFO,05/20/2025
1434173,225471,,5,01/01/2024,12/31/2024,2,WELLESLEY HEALTHCARE SOLUTIONS LLC,271 NAHANT ROAD,NAHANT,MA,01908,,TARIQ QURESHI,MEMBER,
1434175,225480,,5,01/01/2024,12/31/2024,2,HOLYOKE CARE CENTER LLC,35 HOLY FAMILY ROAD,HOLYOKE,MA,01040,,,,
1434176,225482,,6,01/01/2024,12/31/2024,2,ROYAL NORWELL NURSING & REHAB CENTER,329 WASHINGTON STREET,NORWELL,MA,02061,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/19/2025
1434177,225488,,5,01/01/2024,12/31/2024,2,TREMONT MA SNF LLC,605 MAIN STREET,WAREHAM,MA,02571,MICHAEL MOSIER,MICHAEL MOSIER,CFO,05/28/2025
1434179,225494,,4,12/01/2023,12/31/2024,2,SUNNY ACRES OPCO LLC,254 BILLERICA ROAD,CHELMSFORD,MA,01824,PATRICK FLAHERTY,PATRICK FLAHERTY,FOUNDING PARTNER,05/16/2025
1434180,225504,,5,01/01/2024,12/31/2024,2,CARE ONE AT WILMINGTON,750 WOBURN STREET,WILMINGTON,MA,01887,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434181,225511,,4,01/01/2024,12/31/2024,2,REGALCARE AT LOWELL,30 PRINCETON,LOWELL,MA,01851,ELI MIRLIS,ELI MIRLIS,CFO,05/20/2025
1434182,225516,,6,01/01/2024,12/31/2024,2,ADVINIACARE NATICK,168 WEST CENTRAL STREET,NATICK,MA,01950-3519,AZRIEL LIEBERMAN,AZRIEL LIEBERMAN,MANAGER,05/29/2025
1434183,225520,,5,01/01/2024,12/31/2024,2,CRNC OPERATING  LLC,8 DANA DTREET,CAMBRIDGE,MA,02138,YEHUDA WALDEN,YEHUDA WALDEN,CFO,05/21/2025
1434184,225523,,4,05/01/2024,12/31/2024,2,GLEN RIDGE NURSING CARE CENTRE,120 MUIRRAY STREET,MEDFORD,MA,02155,ELI MIRLIS,ELI MIRLIS,CFO,05/20/2025
1434185,225529,,5,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF NORTH SHORE,111 BIRCH STREET,LYNN,MA,01902,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/22/2025
1434186,225536,,4,01/01/2024,12/31/2024,2,WALPOLE HEALTHCARE,160 MAIN STREET,WALPOLE,MA,02081,,BILL STEPHAN,CFO,
1434187,225538,,4,01/01/2024,12/31/2024,2,ROYAL CAPE COD,8 LEWIS POINT ROAD,BUZZARDS BAY,MA,02532,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/19/2025
1434188,225539,,5,01/01/2024,12/31/2024,2,CHICOPEE REHAB AND NURSING CENTER,44 NEW LOMBARD ROAD,CHICOPEE,MA,01020,PAUL OMROD,PAUL OMROD,VP REIMBURSEMENT,05/16/2025
1434190,225545,,4,05/01/2024,12/31/2024,2,COURTYARD NURSING CARE CENTRE,200 GOVERNORS AVENUE,MEFORD,MA,02155,ELI MIRLIS,ELI MIRLIS,CFO,05/21/2025
1434191,225549,,5,01/01/2024,12/31/2024,2,BRIGHAM HEALTH AND REHAB CTR,1044 PARK STREET,NEWBURYPORT,MA,01950,MIKE FLANAGAN,MIKE FLANAGAN,RECEIVER,05/22/2025
1434192,225557,,4,01/01/2024,12/31/2024,2,EASTPOINTE REHAB CENTER,255 CENTRAL AVENUE,CHELSEA,MA,02150,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434193,225562,,4,12/01/2023,12/31/2024,2,MILFORD CENTER,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,01757,SAM YUROWITZ,SAM YUROWITZ,CEO,05/30/2025
1434194,225568,,4,01/01/2024,12/31/2024,2,WILLOW BROOK OPERATOR  LLC,90 WEST STREET,WILMINGTON,MA,01887,RYAN BARRY,RYAN BARRY,ADMINISTRATOR,05/29/2025
1434195,225569,,5,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF NASHOBA VALLEY,151 FOSTER STREET,LITTLETON,MA,01460,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/22/2025
1434196,225577,,2,01/01/2024,12/31/2024,2,NOTRE DAME HEALTH CARE CENTER INC.,559 PLANTATION STREET,WORCESTER,MA,01605,STEPHEN TOTINO,STEPHEN TOTINO,EXEC. DIRECTOR OF FINANCE,05/21/2025
1434197,225581,,1,01/01/2024,12/31/2024,2,MOUNT CARMEL CARE CENTER,320 PITTSFIELD ROAD,LENOX,MA,01240,JODI OUIMETTE,JODI OUIMETTE,ADMINISTRATOR,05/06/2025
1434198,225591,,4,01/01/2024,12/31/2024,2,ROYAL WAYLAND NURSING HOME LLC,188 COMMONWEALTH ROAD,WAYLAND,MA,01778,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/16/2025
1434199,225603,,4,01/01/2024,12/31/2024,2,SOUTHPOINTE REHAB CENTER,100 AMITY STREET,FALL RIVER,MA,02721,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434200,225634,,5,01/01/2024,12/31/2024,2,CARE ONE AT WEYMOUTH,64 PERFORMANCE DRIVE,WEYMOUTH,MA,02189,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434201,225643,,2,01/01/2024,12/31/2024,2,MASONIC NURSING HOME  INC.,88 MASONIC HOME ROAD,CHARLTON,MA,49340,NICHOLAS PUGLIESE,NICHOLAS PUGLIESE,CFO,05/21/2025
1434202,225644,,4,01/01/2024,12/31/2024,2,SALEM REHAB CENTER  LLC.,7 LORING HILLS AVENUE,SALEM,MA,01970,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,05/22/2025
1434203,225650,,5,01/01/2024,12/31/2024,2,CARE ONE AT NEW BEDFORD,221 FITZGERALD DRIVE,NEW BEDFORD,MA,02745,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434205,225663,,5,01/01/2024,12/31/2024,2,CARE ONE AT CONCORD,57 OLD ROAD TO NINE ACRE AND CORNER,CONCORD,MA,01742,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434206,225666,,5,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF PLYMOUTH,94 OBERY STREET,PLYMOUTH,MA,02360,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/22/2025
1434207,225679,,5,01/01/2024,12/31/2024,2,ROYAL MEGANSETT NURSING HOME,209 COUNTY ROAD,NORTH FALMOUTH,MA,02556,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/15/2025
1434208,225689,,4,01/01/2024,12/31/2024,2,ROYAL OF COTUIT,161 FALMOUTH ROAD,MASHPEE,MA,02649,JONATHAN MAMARY,JONATHAN MAMARY,VICE PRESIDENT,05/19/2025
1434209,225690,,4,01/01/2024,12/31/2024,2,BAYPOINTE REHAB CENTER,50 CHRISTY PLACE,BROCKTON,MA,02401,CATERINA MINA LABELLA,CATERINA MINA LABELLA,CFO,06/05/2025
1434210,225720,,5,01/01/2024,12/31/2024,2,CARE ONE AT MILLBURY,312 MILLBURY AVENUE,MILLBURY,MA,01527,DAVID BARUCH,DAVID BARUCH,AUTHORIZED SIGNOR,05/31/2025
1434211,225723,,4,01/01/2024,12/31/2024,2,FALL RIVER HEALTHCARE,1748 HIGHLAND AVENUE,FALL RIVER,MA,02720,BILL STEPHAN,BILL STEPHAN,CFO,05/28/2025
1434212,225727,,5,01/01/2024,12/31/2024,2,WHITNEY PLACE AT NATICK LIMITED PART,3 VISION STREET,NATICK,MA,01760,JENNIFER COOK,JENNIFER COOK,VICE PRESIDENT OF FINANCE,05/23/2025
1434213,225738,,1,01/01/2024,12/31/2024,2,MARYS MEADOW AT PROVIDENCE PLACE,12 GAMELIN STREET,HOLYOKE,MA,01040,,,,
1434214,225739,,2,01/01/2024,12/31/2024,2,DWYER HOME,25 STONEHAVEN DRIVE SUITE 1,WEYMOUTH,MA,02190-3963,BRIAN FREEDMAN,BRIAN FREEDMAN,ADMINISTRATOR,05/27/2025
1434215,225749,,4,01/01/2024,12/31/2024,2,LEE HEALTHCARE,620 LAUREL STREET,LEE,MA,01238,BILL STEPHAN,BILL STEPHAN,CFO,05/28/2025
1434216,225757,,4,01/01/2024,12/31/2024,2,PIONEER VALLEY HEALTH & REHAB,573 GRANBY ROAD,SOUTH HADLEY,MA,01075,PAUL VALENTINE,PAUL VALENTINE,RECEIVER,05/22/2025
1434217,225767,,2,01/01/2024,12/31/2024,2,CONTINUING CARE AT BROOKSBY VILLAGE,400 BROOKSBY VILLAGE,PEABODY,MA,01960,,,,
1434218,225773,,2,01/01/2024,12/31/2024,2,CONTUING CARE AT LINDEN PONDS,400 LINDEN PONDS WAY,HINGHAM,MA,02043,,,,
1434219,235011,,9,01/01/2024,12/31/2024,2,IOSCO COUNTY MEDICAL CARE FACILITY,1201 HARRIS,TAWAS CITY,MI,48763,SHAY LIEBER,SHAY LIEBER,ADMINISTRATOR,05/22/2025
1434220,235014,,3,01/01/2024,12/31/2024,2,THE ORCHARDS AT REDFORD,25330 WEST SIX MILE ROAD,REDFORD,MI,48240,ROBERT KORNFELD,ROBERT KORNFELD,MEMBER,05/30/2025
1434221,235015,,9,01/01/2024,12/31/2024,2,INGHAM COUNTY MEDICAL CARE FACILITY,3860 DOBIE ROAD,OKEMOS,MI,48864,JOSIE HEWITT,JOSIE HEWITT,ADMINISTRATOR,05/20/2025
1434222,235016,,6,01/01/2024,12/31/2024,2,ALLEGRA NURSING AND REHAB,434 W. NORTH STREET,JACKSON,MI,49202,YONI KLEIN,YONI KLEIN,CFO,05/19/2025
1434223,235022,,4,01/01/2024,12/31/2024,2,CLARE OPCO  LLC,600 S.E. 4TH STREET,CLARE,MI,48617,STACEY ROGERS,STACEY ROGERS,CHIEF FINANCIAL OFFICER,05/20/2025
1434224,235038,,4,01/01/2024,12/31/2024,2,GRAND RAPIDS OPCO  LLC,2000 LEONARD STREET NE,GRAND RAPIDS,MI,49505,STACEY ROGERS,STACEY ROGERS,CHIEF FINANCIAL OFFICER,05/21/2025
1434225,235054,,4,01/01/2024,12/31/2024,2,EVERGREEN MANOR SR. CARE CENTRE LLC,11 EVERGREEN ROAD,BATTLE CREEK,MI,49015,TODD SANGSTER,TODD SANGSTER,CFO,05/12/2025
1434226,235056,,4,01/01/2024,12/31/2024,2,JONCO INC,1202 WEISS STREET,SAGINAW,MI,48602,TODD SANGSTER,TODD SANGSTER,CFO,05/12/2025
1434227,235058,,9,01/01/2024,12/31/2024,2,LAPEER COUNTY MCF,1455 SUNSCREST DRIVE,LAPEER,MI,48446,SHEA BAKER,SHEA BAKER,ADMINISTRATOR,05/28/2025
1434228,235062,,9,01/01/2024,12/31/2024,2,GRANDVUE MCF,1728 S. PENINSULA RD,EAST JORDAN,MI,49727,JOSEPH TAYLOR,JOSEPH TAYLOR,ADMINISTRATOR,05/23/2025
1434229,235067,,9,01/01/2024,12/31/2024,2,PLEASANT VIEW SHIAWASSEE CTY MCF,275 N CALEDONIA,OWOSSO,MI,48867-8844,,SHANA ESPINOZA,ADMINISTRATOR,
1434230,235069,,9,01/01/2024,12/31/2024,2,PINECREST MEDICAL CARE FACILITY,SHERIDAN ROAD,POWERS,MI,49874,,DANA SMITH,ADMINISTRATOR,
